query,x[m],y[m],z[m],th[deg],ph[deg],query_pix,dilated_pix,lapse time[ms]
0,\workspa,e\UMap\S,N\gazebo,am\que,\query,0,0,729
DB No.,x[m],y[m],z[m],th[deg],ph[deg],A,B,Bcon,C,D,E,Econ,F,sim_index,SPV_and,SPV_in, SPV_db 
0057743,-000.200,-001.400,0000.200,0000.0,0000.0,0,0,0,0,2572,25418,14881,33450,0,0,0,0
0057744,-000.000,-001.400,0000.200,0000.0,0000.0,0,0,0,0,2180,24103,14019,35157,0,0,0,0
0057745,0000.200,-001.400,0000.200,0000.0,0000.0,0,0,0,0,2370,26164,14938,32906,0,0,0,0
0057746,0000.400,-001.400,0000.200,0000.0,0000.0,0,0,0,0,2616,27958,15669,30866,0,0,0,0
0057747,0000.600,-001.400,0000.200,0000.0,0000.0,0,0,0,0,2200,24334,13460,34906,0,0,0,0
0057748,0000.800,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1962,23036,12639,36442,0,0,0,0
0057749,0001.000,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1982,22966,12503,36492,0,0,0,0
0057750,0001.200,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1631,21283,11509,38526,0,0,0,0
0057751,0001.400,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1724,19997,10740,39719,0,0,0,0
0057752,0001.600,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1491,18296,9847,41653,0,0,0,0
0057753,0001.800,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1508,18483,9989,41449,0,0,0,0
0057754,0002.000,-001.400,0000.200,0000.0,0000.0,0,0,0,0,1783,18906,10336,40751,0,0,0,0
0057755,-010.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5939,28200,17724,27301,0,0,0,0
0057756,-009.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,6120,30473,18898,24847,0,0,0,0
0057757,-009.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5782,30363,19189,25295,0,0,0,0
0057758,-009.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5662,29378,18534,26400,0,0,0,0
0057759,-009.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5782,30082,18728,25576,0,0,0,0
0057760,-009.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5504,29896,18553,26040,0,0,0,0
0057761,-008.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4892,28377,17584,28171,0,0,0,0
0057762,-008.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5183,30849,18954,25408,0,0,0,0
0057763,-008.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,5079,31305,18980,25056,0,0,0,0
0057764,-008.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4191,29048,17505,28201,0,0,0,0
0057765,-008.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3861,26989,16033,30590,0,0,0,0
0057766,-007.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3443,24689,14632,33308,0,0,0,0
0057767,-007.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3302,24480,14456,33658,0,0,0,0
0057768,-007.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3502,25324,14873,32614,0,0,0,0
0057769,-007.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3368,24278,14225,33794,0,0,0,0
0057770,-007.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3691,26378,15419,31371,0,0,0,0
0057771,-006.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3311,24019,14017,34110,0,0,0,0
0057772,-006.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3363,25069,14503,33008,0,0,0,0
0057773,-006.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3831,26113,15198,31496,0,0,0,0
0057774,-006.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3834,27484,16088,30122,0,0,0,0
0057775,-006.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3932,26164,15396,31344,0,0,0,0
0057776,-005.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3700,26305,15319,31435,0,0,0,0
0057777,-005.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3443,26604,15347,31393,0,0,0,0
0057778,-005.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3553,26349,15183,31538,0,0,0,0
0057779,-005.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3855,26210,15208,31375,0,0,0,0
0057780,-005.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3393,24974,14669,33073,0,0,0,0
0057781,-004.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3549,24449,14327,33442,0,0,0,0
0057782,-004.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3767,25504,15044,32169,0,0,0,0
0057783,-004.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3837,26313,15394,31290,0,0,0,0
0057784,-004.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3813,24897,14665,32730,0,0,0,0
0057785,-004.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3910,24352,14320,33178,0,0,0,0
0057786,-003.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4023,25180,14604,32237,0,0,0,0
0057787,-003.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4001,26346,15197,31093,0,0,0,0
0057788,-003.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4247,26828,15665,30365,0,0,0,0
0057789,-003.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4370,25882,15237,31188,0,0,0,0
0057790,-003.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4121,27187,16344,30132,0,0,0,0
0057791,-002.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3675,23858,14630,33907,0,0,0,0
0057792,-002.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3626,24769,14904,33045,0,0,0,0
0057793,-002.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4024,26886,16031,30530,0,0,0,0
0057794,-002.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4385,28455,17060,28600,0,0,0,0
0057795,-002.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,4133,27394,16718,29913,0,0,0,0
0057796,-001.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3793,26380,15908,31267,0,0,0,0
0057797,-001.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3605,26466,15746,31369,0,0,0,0
0057798,-001.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3357,25343,14963,32740,0,0,0,0
0057799,-001.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3188,25457,14822,32795,0,0,0,0
0057800,-001.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3309,27674,16136,30457,0,0,0,0
0057801,-000.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,3082,27093,15503,31265,0,0,0,0
0057802,-000.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2687,24857,14075,33896,0,0,0,0
0057803,-000.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2572,23281,13163,35587,0,0,0,0
0057804,-000.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2557,23196,13202,35687,0,0,0,0
0057805,-000.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2482,22117,12763,36841,0,0,0,0
0057806,0000.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2498,23315,13561,35627,0,0,0,0
0057807,0000.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2130,23520,13737,35790,0,0,0,0
0057808,0000.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2385,26303,14851,32752,0,0,0,0
0057809,0000.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2354,26631,14686,32455,0,0,0,0
0057810,0001.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,2021,23120,12511,36299,0,0,0,0
0057811,0001.200,-001.200,0000.200,0000.0,0000.0,0,0,0,0,1979,22148,11949,37313,0,0,0,0
0057812,0001.400,-001.200,0000.200,0000.0,0000.0,0,0,0,0,1591,19870,10681,39979,0,0,0,0
0057813,0001.600,-001.200,0000.200,0000.0,0000.0,0,0,0,0,1542,19458,10430,40440,0,0,0,0
0057814,0001.800,-001.200,0000.200,0000.0,0000.0,0,0,0,0,1506,18660,10007,41274,0,0,0,0
0057815,0002.000,-001.200,0000.200,0000.0,0000.0,0,0,0,0,1920,20035,11003,39485,0,0,0,0
0057816,-010.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,5802,28206,18252,27432,0,0,0,0
0057817,-009.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,5787,28417,18140,27236,0,0,0,0
0057818,-009.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,6080,29145,18213,26215,0,0,0,0
0057819,-009.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,6000,30645,19183,24795,0,0,0,0
0057820,-009.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,5728,28670,18217,27042,0,0,0,0
0057821,-009.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,5748,30845,19380,24847,0,0,0,0
0057822,-008.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,5281,30859,19112,25300,0,0,0,0
0057823,-008.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4378,29911,18234,27151,0,0,0,0
0057824,-008.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4284,27803,16995,29353,0,0,0,0
0057825,-008.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3782,26762,16118,30896,0,0,0,0
0057826,-008.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4139,27665,16640,29636,0,0,0,0
0057827,-007.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3844,27412,16189,30184,0,0,0,0
0057828,-007.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4006,26480,15472,30954,0,0,0,0
0057829,-007.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3686,24648,14414,33106,0,0,0,0
0057830,-007.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3477,23961,14084,34002,0,0,0,0
0057831,-007.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3715,24955,14587,32770,0,0,0,0
0057832,-006.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3646,25987,15121,31807,0,0,0,0
0057833,-006.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3967,26470,15446,31003,0,0,0,0
0057834,-006.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3636,23967,14087,33837,0,0,0,0
0057835,-006.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3128,23034,13558,35278,0,0,0,0
0057836,-006.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3691,26226,15428,31523,0,0,0,0
0057837,-005.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4112,27366,16171,29962,0,0,0,0
0057838,-005.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4389,27600,16028,29451,0,0,0,0
0057839,-005.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3831,25799,15108,31810,0,0,0,0
0057840,-005.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3823,25648,14921,31969,0,0,0,0
0057841,-005.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3808,25946,15202,31686,0,0,0,0
0057842,-004.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3940,26630,15594,30870,0,0,0,0
0057843,-004.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3819,26323,15642,31298,0,0,0,0
0057844,-004.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4145,24846,14608,32449,0,0,0,0
0057845,-004.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4056,25802,15126,31582,0,0,0,0
0057846,-004.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4258,26759,15550,30423,0,0,0,0
0057847,-003.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4288,27009,15825,30143,0,0,0,0
0057848,-003.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4059,24907,14747,32474,0,0,0,0
0057849,-003.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4186,26053,15590,31201,0,0,0,0
0057850,-003.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4548,26077,15695,30815,0,0,0,0
0057851,-003.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3618,26168,15453,31654,0,0,0,0
0057852,-002.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3727,26409,15644,31304,0,0,0,0
0057853,-002.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3675,27599,16388,30166,0,0,0,0
0057854,-002.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,4008,26387,15607,31045,0,0,0,0
0057855,-002.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3399,26594,15757,31447,0,0,0,0
0057856,-002.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3337,27418,16123,30685,0,0,0,0
0057857,-001.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3515,25138,14972,32787,0,0,0,0
0057858,-001.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3497,24886,14686,33057,0,0,0,0
0057859,-001.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,3179,25500,14778,32761,0,0,0,0
0057860,-001.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2577,23971,13699,34892,0,0,0,0
0057861,-001.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2521,23410,13166,35509,0,0,0,0
0057862,-000.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2414,22667,12710,36359,0,0,0,0
0057863,-000.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2252,21807,12136,37381,0,0,0,0
0057864,-000.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2108,22435,12338,36897,0,0,0,0
0057865,-000.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2113,21859,12119,37468,0,0,0,0
0057866,-000.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2195,20183,11315,39062,0,0,0,0
0057867,0000.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2334,20768,11741,38338,0,0,0,0
0057868,0000.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2189,20129,11653,39122,0,0,0,0
0057869,0000.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2244,22055,12815,37141,0,0,0,0
0057870,0000.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2294,24405,14436,34741,0,0,0,0
0057871,0001.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,2178,25692,14510,33570,0,0,0,0
0057872,0001.200,-001.000,0000.200,0000.0,0000.0,0,0,0,0,1815,22480,12194,37145,0,0,0,0
0057873,0001.400,-001.000,0000.200,0000.0,0000.0,0,0,0,0,1729,22324,11929,37387,0,0,0,0
0057874,0001.600,-001.000,0000.200,0000.0,0000.0,0,0,0,0,1730,22349,11954,37361,0,0,0,0
0057875,0001.800,-001.000,0000.200,0000.0,0000.0,0,0,0,0,1509,19176,10220,40755,0,0,0,0
0057876,0002.000,-001.000,0000.200,0000.0,0000.0,0,0,0,0,1888,21603,11605,37949,0,0,0,0
0057877,-010.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,5428,27510,17462,28502,0,0,0,0
0057878,-009.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,5391,28126,17981,27923,0,0,0,0
0057879,-009.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4768,24510,15838,32162,0,0,0,0
0057880,-009.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,5526,28628,18199,27286,0,0,0,0
0057881,-009.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,5745,29701,18694,25994,0,0,0,0
0057882,-009.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,5106,30761,18938,25573,0,0,0,0
0057883,-008.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4722,29299,18317,27419,0,0,0,0
0057884,-008.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4475,29675,18296,27290,0,0,0,0
0057885,-008.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4061,28229,17124,29150,0,0,0,0
0057886,-008.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3876,27618,16478,29946,0,0,0,0
0057887,-008.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3972,27713,16601,29755,0,0,0,0
0057888,-007.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3982,29097,17347,28361,0,0,0,0
0057889,-007.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3952,28053,16789,29435,0,0,0,0
0057890,-007.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4012,26822,15680,30606,0,0,0,0
0057891,-007.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3666,25890,14880,31884,0,0,0,0
0057892,-007.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3706,24660,14361,33074,0,0,0,0
0057893,-006.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3794,24828,14652,32818,0,0,0,0
0057894,-006.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3634,24619,14525,33187,0,0,0,0
0057895,-006.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3994,25435,14986,32011,0,0,0,0
0057896,-006.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3984,26110,15447,31346,0,0,0,0
0057897,-006.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3983,25716,15145,31741,0,0,0,0
0057898,-005.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3716,24894,14882,32830,0,0,0,0
0057899,-005.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3964,25768,15435,31708,0,0,0,0
0057900,-005.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4196,27446,16338,29798,0,0,0,0
0057901,-005.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4030,25311,14943,32099,0,0,0,0
0057902,-005.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4284,27036,15936,30120,0,0,0,0
0057903,-004.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3793,25525,14980,32122,0,0,0,0
0057904,-004.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4209,26350,15431,30881,0,0,0,0
0057905,-004.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4102,27232,15965,30106,0,0,0,0
0057906,-004.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3944,27294,16061,30202,0,0,0,0
0057907,-004.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4040,25418,15157,31982,0,0,0,0
0057908,-003.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4118,26714,15960,30608,0,0,0,0
0057909,-003.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,4059,27449,16384,29932,0,0,0,0
0057910,-003.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3858,26240,15508,31342,0,0,0,0
0057911,-003.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3173,25335,14955,32932,0,0,0,0
0057912,-003.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3452,26613,15714,31375,0,0,0,0
0057913,-002.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3760,27326,16141,30354,0,0,0,0
0057914,-002.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3656,27173,15824,30611,0,0,0,0
0057915,-002.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3315,27151,15524,30974,0,0,0,0
0057916,-002.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,3006,26232,14928,32202,0,0,0,0
0057917,-002.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2743,23857,13546,34840,0,0,0,0
0057918,-001.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2867,25113,14377,33460,0,0,0,0
0057919,-001.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2812,25605,14594,33023,0,0,0,0
0057920,-001.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2876,24806,14240,33758,0,0,0,0
0057921,-001.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2588,22767,12818,36085,0,0,0,0
0057922,-001.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,2018,21557,11832,37865,0,0,0,0
0057923,-000.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1871,19218,10468,40351,0,0,0,0
0057924,-000.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1952,20961,11400,38527,0,0,0,0
0057925,-000.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1914,20259,10991,39267,0,0,0,0
0057926,-000.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1741,18737,10201,40962,0,0,0,0
0057927,-000.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1707,18792,10247,40941,0,0,0,0
0057928,0000.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1742,19330,10551,40368,0,0,0,0
0057929,0000.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1865,20054,10967,39521,0,0,0,0
0057930,0000.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1662,18945,10346,40833,0,0,0,0
0057931,0000.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1424,18028,9791,41988,0,0,0,0
0057932,0001.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1259,16204,8749,43977,0,0,0,0
0057933,0001.200,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1213,13655,7190,46572,0,0,0,0
0057934,0001.400,-000.800,0000.200,0000.0,0000.0,0,0,0,0,715,8453,4454,52272,0,0,0,0
0057935,0001.600,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1208,14360,8062,45872,0,0,0,0
0057936,0001.800,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1517,18080,9909,41843,0,0,0,0
0057937,0002.000,-000.800,0000.200,0000.0,0000.0,0,0,0,0,1863,21429,11578,38148,0,0,0,0
0057938,-010.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,5010,26388,16844,30042,0,0,0,0
0057939,-009.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,5196,26636,17056,29608,0,0,0,0
0057940,-009.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,5564,27429,17699,28447,0,0,0,0
0057941,-009.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4813,26400,16892,30227,0,0,0,0
0057942,-009.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4724,27184,16972,29532,0,0,0,0
0057943,-009.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4128,27996,17180,29316,0,0,0,0
0057944,-008.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4739,27436,16762,29265,0,0,0,0
0057945,-008.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4551,26704,16361,30185,0,0,0,0
0057946,-008.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4480,29018,18063,27942,0,0,0,0
0057947,-008.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4664,30613,19032,26163,0,0,0,0
0057948,-008.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4335,28750,17358,28355,0,0,0,0
0057949,-007.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4108,26162,15787,31170,0,0,0,0
0057950,-007.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4108,28155,16832,29177,0,0,0,0
0057951,-007.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4019,30050,17601,27371,0,0,0,0
0057952,-007.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4250,29783,17367,27407,0,0,0,0
0057953,-007.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3843,27781,16064,29816,0,0,0,0
0057954,-006.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3981,25981,15053,31478,0,0,0,0
0057955,-006.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3616,24774,14531,33050,0,0,0,0
0057956,-006.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3811,25254,14845,32375,0,0,0,0
0057957,-006.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4106,25008,14843,32326,0,0,0,0
0057958,-006.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3774,25218,15134,32448,0,0,0,0
0057959,-005.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4056,24213,14796,33171,0,0,0,0
0057960,-005.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4055,25736,15507,31649,0,0,0,0
0057961,-005.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4161,26762,15981,30517,0,0,0,0
0057962,-005.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4069,26673,15950,30698,0,0,0,0
0057963,-005.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4206,28976,17192,28258,0,0,0,0
0057964,-004.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4708,27675,16207,29057,0,0,0,0
0057965,-004.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4597,27656,16188,29187,0,0,0,0
0057966,-004.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4224,26979,16018,30237,0,0,0,0
0057967,-004.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3729,24424,14628,33287,0,0,0,0
0057968,-004.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,4206,27292,16543,29942,0,0,0,0
0057969,-003.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3950,25913,15687,31577,0,0,0,0
0057970,-003.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3574,25591,15364,32275,0,0,0,0
0057971,-003.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3434,27189,16156,30817,0,0,0,0
0057972,-003.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3687,27988,16468,29765,0,0,0,0
0057973,-003.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3301,26639,15523,31500,0,0,0,0
0057974,-002.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3174,26062,15049,32204,0,0,0,0
0057975,-002.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3081,26608,15249,31751,0,0,0,0
0057976,-002.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2926,26270,14766,32244,0,0,0,0
0057977,-002.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2700,26116,14661,32624,0,0,0,0
0057978,-002.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,3070,25829,14614,32541,0,0,0,0
0057979,-001.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2503,23508,13166,35429,0,0,0,0
0057980,-001.600,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2062,22779,12360,36599,0,0,0,0
0057981,-001.400,-000.600,0000.200,0000.0,0000.0,0,0,0,0,1875,21919,11958,37646,0,0,0,0
0057982,-001.200,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2139,23504,12812,35797,0,0,0,0
0057983,-001.000,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2552,23354,13144,35534,0,0,0,0
0057984,-000.800,-000.600,0000.200,0000.0,0000.0,0,0,0,0,2353,22427,12665,36660,0,0,0,0
